chr	start	end	strand	ensembl	gene_name	gene_type
17	10368772	10453274	-	ENSG00000125414	MYH2	protein_coding
17	10395624	10421860	-	ENSG00000109061	MYH1	protein_coding
17	10438391	10441173	+	ENSG00000214970	AC005323.1	protein_coding
17	10531844	10559465	-	ENSG00000109063	MYH3	protein_coding
17	10583654	10600885	-	ENSG00000133028	SCO1	protein_coding
17	10600931	10614550	+	ENSG00000170222	C17orf48	protein_coding
17	10616612	10633646	-	ENSG00000187824	TMEM220	protein_coding
17	10725792	10741418	-	ENSG00000233670	PIRT	protein_coding
17	11144580	11462196	+	ENSG00000188803	SHISA6	protein_coding
17	11501748	11873485	+	ENSG00000007174	DNAH9	protein_coding
17	11880762	11900785	-	ENSG00000154957	ZNF18	protein_coding
17	11924135	12047050	+	ENSG00000065559	MAP2K4	protein_coding
17	12569207	12672266	+	ENSG00000141052	MYOCD	protein_coding
17	12692829	12894960	+	ENSG00000006740	ARHGAP44	protein_coding
17	12894930	12921381	-	ENSG00000006744	ELAC2	protein_coding
17	13399006	13505244	-	ENSG00000153976	HS3ST3A1	protein_coding
17	13972846	14111994	+	ENSG00000006695	COX10	protein_coding
17	14138990	14140179	-	ENSG00000223510	CDRT15	protein_coding
17	14204400	14252721	+	ENSG00000125430	HS3ST3B1	protein_coding
17	14670900	14683520	-	ENSG00000205325	AC005863.1	protein_coding
17	15133095	15168643	-	ENSG00000109099	PMP22	protein_coding
17	15207128	15244958	-	ENSG00000125409	TEKT3	protein_coding
17	15339332	15466899	-	ENSG00000239704	CDRT4	protein_coding
17	15339338	15466875	-	ENSG00000259024	FAM18B2-CDRT4	protein_coding
17	15341205	15466945	-	ENSG00000175106	FAM18B2	protein_coding
17	15468797	15469590	-	ENSG00000181464	AC005838.1	protein_coding
17	15468798	15502111	-	ENSG00000241322	CDRT1	protein_coding
17	15474805	15554967	-	ENSG00000251537	RP11-385D13.1	protein_coding
17	15531274	15587613	-	ENSG00000221926	TRIM16	protein_coding
17	15602891	15640874	+	ENSG00000187607	ZNF286A	protein_coding
17	15635570	15647766	+	ENSG00000214946	TBC1D26	protein_coding
17	15848231	15879060	+	ENSG00000170425	ADORA2B	protein_coding
17	15879874	15903031	-	ENSG00000214941	ZSWIM7	protein_coding
17	15902782	15948336	+	ENSG00000011295	TTC19	protein_coding
17	15934718	16119010	-	ENSG00000141027	NCOR1	protein_coding
17	15943505	15943994	+	ENSG00000227782	AC002553.1	protein_coding
17	16120524	16229573	+	ENSG00000108474	PIGL	protein_coding
17	16245848	16256813	-	ENSG00000166582	CENPV	protein_coding
17	16284113	16286054	+	ENSG00000170315	UBB	protein_coding
17	16318888	16340317	+	ENSG00000187688	TRPV2	protein_coding
17	16344891	16395467	-	ENSG00000181350	C17orf76	protein_coding
17	16454701	16472520	-	ENSG00000141040	ZNF287	protein_coding
17	16524051	16557158	-	ENSG00000197566	ZNF624	protein_coding
17	16592851	16707767	+	ENSG00000170160	CCDC144A	protein_coding
17	16744057	16749197	-	ENSG00000131885	KRT17P1	protein_coding
17	16832849	16875402	-	ENSG00000240505	TNFRSF13B	protein_coding
17	16891643	16893491	+	ENSG00000230969	AC104024.2	protein_coding
17	16946074	17088874	+	ENSG00000133030	MPRIP	protein_coding
17	17072078	17088887	+	ENSG00000214899	C17orf84	protein_coding
17	17104309	17109646	-	ENSG00000179598	PLD6	protein_coding
17	17115526	17140502	-	ENSG00000154803	FLCN	protein_coding
17	17150134	17184607	-	ENSG00000141030	COPS3	protein_coding
17	17206649	17250977	+	ENSG00000205309	NT5M	protein_coding
17	17380300	17396535	+	ENSG00000141026	MED9	protein_coding
17	17397751	17399707	-	ENSG00000108551	RASD1	protein_coding
17	17408877	17495022	-	ENSG00000133027	PEMT	protein_coding
17	17584787	17714767	+	ENSG00000108557	RAI1	protein_coding
17	17680000	17682843	-	ENSG00000226746	SMCR5	protein_coding
17	17714653	17740325	-	ENSG00000072310	SREBF1	protein_coding
17	17750139	17875784	-	ENSG00000175662	TOM1L2	protein_coding
17	17876127	17920203	+	ENSG00000171962	LRRC48	protein_coding
17	17918373	17942523	-	ENSG00000171953	ATPAF2	protein_coding
17	17942736	17971718	+	ENSG00000141034	C17orf39	protein_coding
17	17991239	18011285	+	ENSG00000108591	DRG2	protein_coding
17	18012020	18083116	+	ENSG00000091536	MYO15A	protein_coding
17	18086392	18113268	+	ENSG00000091542	ALKBH5	protein_coding
17	18128901	18148189	+	ENSG00000131899	LLGL1	protein_coding
17	18148150	18162056	-	ENSG00000177731	FLII	protein_coding
17	18163869	18169095	+	ENSG00000177427	SMCR7	protein_coding
17	18174742	18218288	-	ENSG00000177302	TOP3A	protein_coding
17	18218716	18226517	+	ENSG00000176994	SMCR8	protein_coding
17	18231187	18266832	-	ENSG00000176974	SHMT1	protein_coding
17	18281079	18292961	+	ENSG00000214860	EVPLL	protein_coding
17	18314473	18317694	+	ENSG00000220161	AL353997.1	protein_coding
17	18330175	18335162	+	ENSG00000186831	AL353997.5	protein_coding
17	18380098	18398259	+	ENSG00000171916	LGALS9C	protein_coding
17	18427880	18430160	-	ENSG00000213077	FAM106A	protein_coding
17	18538842	18547740	-	ENSG00000189375	TBC1D28	protein_coding
17	18601311	18639432	+	ENSG00000108448	TRIM16L	protein_coding
17	18647326	18682662	+	ENSG00000171931	FBXW10	protein_coding
17	18684519	18710027	+	ENSG00000171928	FAM18B1	protein_coding
17	18743398	18834581	+	ENSG00000141127	PRPSAP2	protein_coding
17	18853989	18924004	+	ENSG00000154025	SLC5A10	protein_coding
17	18872102	18908117	-	ENSG00000188522	FAM83G	protein_coding
17	18923997	18950439	-	ENSG00000154016	GRAP	protein_coding
17	18981088	18991191	+	ENSG00000230197	AC007952.1	protein_coding
17	18996287	18999674	+	ENSG00000228157	AC007952.5	protein_coding
17	19030782	19062148	+	ENSG00000189152	AC007952.1	protein_coding
17	19041448	19041895	-	ENSG00000214844	AC007952.2	protein_coding
17	19059040	19062425	-	ENSG00000197665	AC007952.6	protein_coding
17	19067522	19077749	-	ENSG00000243608	AC007952.2	protein_coding
17	19107138	19117358	+	ENSG00000236022	AC106017.1	protein_coding
17	19122456	19125840	+	ENSG00000230493	AC106017.3	protein_coding
17	19140690	19240028	+	ENSG00000072134	EPN2	protein_coding
17	19244550	19281469	-	ENSG00000108641	B9D1	protein_coding
17	19281034	19286857	+	ENSG00000166484	MAPK7	protein_coding
17	19286755	19290553	-	ENSG00000166482	MFAP4	protein_coding
17	19437141	19482347	+	ENSG00000142494	SLC47A1	protein_coding
17	19551459	19580909	+	ENSG00000072210	ALDH3A2	protein_coding
17	19581628	19622292	-	ENSG00000180638	SLC47A2	protein_coding
17	19641297	19651746	-	ENSG00000108602	ALDH3A1	protein_coding
17	19674143	19771249	-	ENSG00000083290	ULK2	protein_coding
17	19807788	19881150	-	ENSG00000108599	AKAP10	protein_coding
17	19912614	20222339	+	ENSG00000128487	SPECC1	protein_coding
17	20224477	20305504	+	ENSG00000154898	CCDC144C	protein_coding
17	20320741	20322363	+	ENSG00000205217	FAM106B	protein_coding
17	20352708	20372296	-	ENSG00000170298	LGALS9B	protein_coding
17	20483037	20484224	+	ENSG00000214819	CDRT15L2	protein_coding
17	20739760	20799453	-	ENSG00000205212	CCDC144NL	protein_coding
17	20902906	20947073	-	ENSG00000124422	USP22	protein_coding
17	21030258	21094836	+	ENSG00000109016	DHRS7B	protein_coding
17	21101263	21117908	-	ENSG00000178307	TMEM11	protein_coding
17	21187984	21218552	+	ENSG00000034152	MAP2K3	protein_coding
17	21279699	21320404	+	ENSG00000184185	KCNJ12	protein_coding
17	21428051	21477781	-	ENSG00000212719	C17orf51	protein_coding
17	21825370	21826499	+	ENSG00000178130	FAM27L	protein_coding
17	22022437	22023991	+	ENSG00000256618	MTRNR2L1	protein_coding
17	25621106	25640657	+	ENSG00000109046	WSB1	protein_coding
17	25783670	25953461	+	ENSG00000141068	KSR1	protein_coding
17	25956824	25976586	+	ENSG00000168961	LGALS9	protein_coding
17	26083792	26127555	-	ENSG00000007171	NOS2	protein_coding
17	26205386	26220409	-	ENSG00000232859	C17orf108	protein_coding
17	26369182	26523407	+	ENSG00000087095	NLK	protein_coding
17	26646161	26655711	+	ENSG00000109084	TMEM97	protein_coding
17	26655353	26662495	-	ENSG00000109083	IFT20	protein_coding
17	26662730	26674035	+	ENSG00000109079	TNFAIP1	protein_coding
17	26684646	26708716	+	ENSG00000244045	TMEM199	protein_coding
17	26691290	26697373	-	ENSG00000109072	SEBOX	protein_coding
17	26691310	26694888	-	ENSG00000258852	CTB-96E2.2	protein_coding
17	26691378	26728046	+	ENSG00000004139	SARM1	protein_coding
17	26694297	26700110	-	ENSG00000255604	VTN	protein_coding
17	26721661	26733228	-	ENSG00000076351	SLC46A1	protein_coding
17	26800311	26824799	+	ENSG00000007216	SLC13A2	protein_coding
17	26850959	26865914	+	ENSG00000109101	FOXN1	protein_coding
17	26873725	26879659	-	ENSG00000109103	UNC119	protein_coding
17	26880405	26898546	-	ENSG00000087111	PIGS	protein_coding
17	26900133	26903952	-	ENSG00000109107	ALDOC	protein_coding
17	26904608	26926297	-	ENSG00000076382	SPAG5	protein_coding
17	26907030	26941474	-	ENSG00000167524	AC005726.6	protein_coding
17	26907030	26941203	-	ENSG00000258472	RP11-192H23.4	protein_coding
17	26941459	26972472	-	ENSG00000007202	KIAA0100	protein_coding
17	26975374	26989203	-	ENSG00000132581	SDF2	protein_coding
17	26989302	27029248	+	ENSG00000109111	SUPT6H	protein_coding
17	27030215	27038872	-	ENSG00000167525	PROCA1	protein_coding
17	27041299	27045447	-	ENSG00000109113	RAB34	protein_coding
17	27046411	27051377	+	ENSG00000198242	RPL23A	protein_coding
17	27051366	27053950	-	ENSG00000160606	TLCD1	protein_coding
17	27055822	27069784	+	ENSG00000160602	NEK8	protein_coding
17	27071036	27077974	+	ENSG00000076604	TRAF4	protein_coding
17	27082996	27169841	-	ENSG00000173065	C17orf63	protein_coding
17	27182020	27188085	+	ENSG00000132591	ERAL1	protein_coding
17	27206353	27224712	-	ENSG00000132589	FLOT2	protein_coding
17	27224799	27230089	-	ENSG00000167536	DHRS13	protein_coding
17	27232268	27278789	-	ENSG00000109118	PHF12	protein_coding
17	27281919	27333458	-	ENSG00000063015	SEZ6	protein_coding
17	27369918	27384234	+	ENSG00000179761	PIPOX	protein_coding
17	27400528	27507430	-	ENSG00000196535	MYO18A	protein_coding
17	27400537	27418537	-	ENSG00000221995	TIAF1	protein_coding
17	27573877	27581512	+	ENSG00000108255	CRYBA1	protein_coding
17	27582855	27621166	-	ENSG00000108256	NUFIP2	protein_coding
17	27717943	27871502	+	ENSG00000160551	TAOK1	protein_coding
17	27887691	27894042	-	ENSG00000168792	ABHD15	protein_coding
17	27895739	27900172	+	ENSG00000167543	TP53I13	protein_coding
17	27900487	27916645	-	ENSG00000108262	GIT1	protein_coding
17	27916801	27941779	+	ENSG00000198720	ANKRD13B	protein_coding
17	27941774	27949917	-	ENSG00000167549	CORO6	protein_coding
17	27952956	28257170	-	ENSG00000141298	SSH2	protein_coding
17	28256218	28435470	+	ENSG00000176927	EFCAB5	protein_coding
17	28443799	28513493	+	ENSG00000126653	NSRP1	protein_coding
17	28521337	28562954	-	ENSG00000108576	SLC6A4	protein_coding
17	28575223	28619074	-	ENSG00000108578	BLMH	protein_coding
17	28643366	28661065	-	ENSG00000182271	TMIGD1	protein_coding
17	28705942	28796730	+	ENSG00000108582	CPD	protein_coding
17	28804426	28853837	+	ENSG00000108587	GOSR1	protein_coding
17	28886584	28890507	+	ENSG00000197689	TBC1D29	protein_coding
17	28900489	28903499	-	ENSG00000231421	AC006050.2	protein_coding
17	29109726	29151778	-	ENSG00000176390	CRLF3	protein_coding
17	29158988	29222295	+	ENSG00000176208	ATAD5	protein_coding
17	29226001	29233286	-	ENSG00000172171	C17orf42	protein_coding
17	29248698	29286340	+	ENSG00000184060	ADAP2	protein_coding
17	29298041	29326929	+	ENSG00000181481	RNF135	protein_coding
17	29421945	29708905	+	ENSG00000196712	NF1	protein_coding
17	29621665	29624349	-	ENSG00000126861	OMG	protein_coding
17	29630790	29641123	-	ENSG00000185862	EVI2B	protein_coding
17	29643428	29648767	-	ENSG00000126860	EVI2A	protein_coding
17	29705666	29709134	+	ENSG00000232103	AC135724.1	protein_coding
17	29718642	29865236	+	ENSG00000131242	RAB11FIP4	protein_coding
17	29898161	29902678	+	ENSG00000228768	AC003101.1	protein_coding
17	30178883	30186310	-	ENSG00000172301	C17orf79	protein_coding
17	30187923	30228731	-	ENSG00000108651	UTP6	protein_coding
17	30264056	30328064	+	ENSG00000178691	SUZ12	protein_coding
17	30335037	30380517	+	ENSG00000185158	LRRC37B	protein_coding
17	30468245	30470137	-	ENSG00000214708	AC090616.2	protein_coding
17	30469473	30552746	+	ENSG00000126858	RHOT1	protein_coding
17	30593195	30651680	+	ENSG00000141314	RHBDL3	protein_coding
17	30658392	30669189	-	ENSG00000108666	C17orf75	protein_coding
17	30677150	30714780	+	ENSG00000010244	ZNF207	protein_coding
17	30771502	30809398	+	ENSG00000108671	PSMD11	protein_coding
17	30813637	30818274	+	ENSG00000176749	CDK5R1	protein_coding
17	30819628	31203902	-	ENSG00000176658	MYO1D	protein_coding
17	31254928	31268667	+	ENSG00000006042	TMEM98	protein_coding
17	31318887	31324895	+	ENSG00000141316	SPACA3	protein_coding
17	31340105	32483551	-	ENSG00000108684	ACCN1	protein_coding
17	32582313	32584222	+	ENSG00000108691	CCL2	protein_coding
17	32597240	32599261	+	ENSG00000108688	CCL7	protein_coding
17	32612761	32615143	+	ENSG00000172156	CCL11	protein_coding
17	32646055	32648421	+	ENSG00000108700	CCL8	protein_coding
17	32683471	32685629	+	ENSG00000181374	CCL13	protein_coding
17	32687399	32690230	-	ENSG00000108702	CCL1	protein_coding
17	32901142	32906388	-	ENSG00000197322	C17orf102	protein_coding
17	32907942	32966337	+	ENSG00000181291	TMEM132E	protein_coding
17	33254878	33288506	-	ENSG00000132141	CCT6B	protein_coding
17	33288549	33290205	+	ENSG00000198783	ZNF830	protein_coding
17	33307542	33332083	+	ENSG00000005156	LIG3	protein_coding
17	33332275	33333756	+	ENSG00000224113	AC004223.1	protein_coding
17	33333009	33416334	-	ENSG00000092871	RFFL	protein_coding
17	33426811	33448541	-	ENSG00000185379	RAD51D	protein_coding
17	33448650	33457751	+	ENSG00000073598	FNDC8	protein_coding
17	33458366	33469322	-	ENSG00000073536	NLE1	protein_coding
17	33474836	33516364	+	ENSG00000141161	UNC45B	protein_coding
17	33519539	33521412	-	ENSG00000164729	SLC35G3	protein_coding
17	33570086	33594739	+	ENSG00000166750	SLFN5	protein_coding
17	33677324	33700642	-	ENSG00000172716	SLFN11	protein_coding
17	33738079	33760218	-	ENSG00000172123	SLFN12	protein_coding
17	33762115	33775856	-	ENSG00000154760	SLFN13	protein_coding
17	33800708	33864880	-	ENSG00000205045	SLFN12L	protein_coding
17	33875144	33885110	-	ENSG00000236320	SLFN14	protein_coding
17	33897849	33905656	-	ENSG00000108733	PEX12	protein_coding
17	33914282	34053434	+	ENSG00000006125	AP2B1	protein_coding
17	34058679	34070540	+	ENSG00000141150	RASL10B	protein_coding
17	34071530	34079897	-	ENSG00000132139	GAS2L2	protein_coding
17	34087916	34092098	+	ENSG00000154768	C17orf50	protein_coding
17	34092876	34122640	-	ENSG00000129270	MMP28	protein_coding
17	34136488	34174237	+	ENSG00000172660	TAF15	protein_coding
17	34181955	34195895	-	ENSG00000172653	C17orf66	protein_coding
17	34198495	34207797	-	ENSG00000161570	CCL5	protein_coding
17	34245070	34257780	-	ENSG00000187456	RDM1	protein_coding
17	34261548	34270674	-	ENSG00000161572	LYZL6	protein_coding
17	34303529	34308532	-	ENSG00000161573	CCL16	protein_coding
17	34310327	34329100	-	ENSG00000213494	CCL14	protein_coding
17	34310692	34328590	-	ENSG00000161574	CCL15	protein_coding
17	34340097	34345005	-	ENSG00000167236	CCL23	protein_coding
17	34391640	34399392	+	ENSG00000006074	CCL18	protein_coding
17	34415602	34417515	-	ENSG00000006075	CCL3	protein_coding
17	34431220	34433014	+	ENSG00000129277	CCL4	protein_coding
17	34493061	34503984	-	ENSG00000224226	TBC1D3B	protein_coding
17	34522271	34524157	-	ENSG00000256515	CCL3L3	protein_coding
17	34538310	34540048	+	ENSG00000205020	CCL4L1	protein_coding
17	34580902	34757050	-	ENSG00000234972	TBC1D3C	protein_coding
17	34581086	34808061	-	ENSG00000242384	TBC1D3H	protein_coding
17	34623842	34625731	-	ENSG00000205021	CCL3L1	protein_coding
17	34639793	34641846	+	ENSG00000197262	CCL4L2	protein_coding
17	34745936	34808103	-	ENSG00000161583	TBC1D3G	protein_coding
17	34842479	34851667	+	ENSG00000108278	ZNHIT3	protein_coding
17	34851482	34891305	-	ENSG00000141140	MYO19	protein_coding
17	34890847	34895150	+	ENSG00000184886	PIGW	protein_coding
17	34900773	34946278	+	ENSG00000005955	GGNBP2	protein_coding
17	34948329	34957235	+	ENSG00000108272	DHRS11	protein_coding
17	34958001	34965397	+	ENSG00000129282	MRM1	protein_coding
17	35294084	35295143	+	ENSG00000259373	RP11-445F12.2	protein_coding
17	35294772	35301917	+	ENSG00000132130	LHX1	protein_coding
17	35306175	35414170	+	ENSG00000108270	AATF	protein_coding
17	35441923	35766902	-	ENSG00000132142	ACACA	protein_coding
17	35732985	35749660	+	ENSG00000167230	C17orf78	protein_coding
17	35766965	35838372	+	ENSG00000108264	TADA2A	protein_coding
17	35849937	35873603	+	ENSG00000161326	DUSP14	protein_coding
17	35874900	35969488	-	ENSG00000006114	SYNRG	protein_coding
17	35969826	36003493	-	ENSG00000141141	DDX52	protein_coding
17	36046434	36105237	-	ENSG00000108753	HNF1B	protein_coding
17	36283971	36294915	+	ENSG00000185128	TBC1D3F	protein_coding
17	36337711	36358166	-	ENSG00000197681	TBC1D3	protein_coding
17	36337717	36421858	-	ENSG00000174093	RP11-1407O15.2	protein_coding
17	36452990	36479101	+	ENSG00000174100	MRPL45	protein_coding
17	36481493	36499730	-	ENSG00000188888	GPR179	protein_coding
17	36508005	36556015	+	ENSG00000174111	SOCS7	protein_coding
17	36584720	36668628	+	ENSG00000225485	ARHGAP23	protein_coding
17	36686259	36762183	-	ENSG00000017373	SRCIN1	protein_coding
17	36827961	36831187	-	ENSG00000179294	C17orf96	protein_coding
17	36861795	36886056	+	ENSG00000108292	MLLT6	protein_coding
17	36886510	36891858	+	ENSG00000230055	CISD3	protein_coding
17	36890150	36904558	-	ENSG00000056661	PCGF2	protein_coding
17	36905613	36906969	+	ENSG00000227450	AC006449.1	protein_coding
17	36909003	36920483	+	ENSG00000108294	PSMB3	protein_coding
17	36921942	36956158	-	ENSG00000141720	PIP4K2B	protein_coding
17	36957447	36981589	-	ENSG00000108296	CWC25	protein_coding
17	36991339	36997664	-	ENSG00000214556	C17orf98	protein_coding
17	37004118	37010064	-	ENSG00000125691	RPL23	protein_coding
17	37026256	37078023	+	ENSG00000002834	LASP1	protein_coding
17	37092685	37123655	-	ENSG00000204952	FBXO47	protein_coding
17	37219556	37309485	-	ENSG00000161381	PLXDC1	protein_coding
17	37313147	37323318	-	ENSG00000141748	ARL5C	protein_coding
17	37329709	37353902	-	ENSG00000067191	CACNB1	protein_coding
17	37356536	37360980	+	ENSG00000108298	RPL19	protein_coding
17	37366789	37382040	-	ENSG00000141750	STAC2	protein_coding
17	37408897	37557898	-	ENSG00000108306	FBXL20	protein_coding
17	37560538	37607521	-	ENSG00000125686	MED1	protein_coding
17	37617739	37721160	+	ENSG00000167258	CDK12	protein_coding
17	37760021	37764196	-	ENSG00000171532	NEUROD2	protein_coding
17	37775866	37778766	+	ENSG00000214546	AC087491.2	protein_coding
17	37783179	37792879	+	ENSG00000131771	PPP1R1B	protein_coding
17	37793318	37820454	+	ENSG00000131748	STARD3	protein_coding
17	37820440	37822808	+	ENSG00000173991	TCAP	protein_coding
17	37824234	37826728	+	ENSG00000141744	PNMT	protein_coding
17	37827376	37844310	-	ENSG00000161395	PGAP3	protein_coding
17	37844393	37884915	+	ENSG00000141736	ERBB2	protein_coding
17	37885409	37887040	-	ENSG00000141741	MIEN1	protein_coding
17	37894187	37903545	+	ENSG00000141738	GRB7	protein_coding
17	37913968	38020441	-	ENSG00000161405	IKZF3	protein_coding
17	38024469	38034149	+	ENSG00000186075	ZPBP2	protein_coding
17	38060848	38077313	-	ENSG00000073605	GSDMB	protein_coding
17	38077294	38083854	-	ENSG00000172057	ORMDL3	protein_coding
17	38097727	38100987	+	ENSG00000204913	LRRC3C	protein_coding
17	38119226	38134019	+	ENSG00000167914	GSDMA	protein_coding
17	38137050	38154213	+	ENSG00000108344	PSMD3	protein_coding
17	38171614	38174066	+	ENSG00000108342	CSF3	protein_coding
17	38175350	38210661	-	ENSG00000008838	MED24	protein_coding
17	38218446	38250120	+	ENSG00000126351	THRA	protein_coding
17	38249040	38256978	-	ENSG00000126368	NR1D1	protein_coding
17	38278790	38293040	+	ENSG00000188895	MSL1	protein_coding
17	38296507	38328431	+	ENSG00000108349	CASC3	protein_coding
17	38333263	38351906	+	ENSG00000108352	RAPGEFL1	protein_coding
17	38375574	38440388	+	ENSG00000171475	WIPF2	protein_coding
17	38443885	38459171	+	ENSG00000094804	CDC6	protein_coding
17	38465436	38513895	+	ENSG00000131759	RARA	protein_coding
17	38517235	38520067	-	ENSG00000183153	GJD3	protein_coding
17	38544768	38574408	-	ENSG00000131747	TOP2A	protein_coding
17	38599702	38613983	+	ENSG00000141753	IGFBP4	protein_coding
17	38632080	38657854	-	ENSG00000131746	TNS4	protein_coding
17	38710021	38721724	-	ENSG00000126353	CCR7	protein_coding
17	38781214	38821393	-	ENSG00000073584	SMARCE1	protein_coding
17	38810917	38821408	-	ENSG00000213424	KRT222	protein_coding
17	38854243	38860002	-	ENSG00000167916	KRT24	protein_coding
17	38904272	38911584	-	ENSG00000204897	KRT25	protein_coding
17	38922490	38928414	-	ENSG00000186393	KRT26	protein_coding
17	38933060	38938786	-	ENSG00000171446	KRT27	protein_coding
17	38948064	38956211	-	ENSG00000173908	KRT28	protein_coding
17	38974369	38978847	-	ENSG00000186395	KRT10	protein_coding
17	38975358	38992522	+	ENSG00000167920	TMEM99	protein_coding
17	39017195	39023462	-	ENSG00000187242	KRT12	protein_coding
17	39030852	39041479	-	ENSG00000171431	KRT20	protein_coding
17	39078948	39093836	-	ENSG00000108244	KRT23	protein_coding
17	39114669	39123144	-	ENSG00000196859	KRT39	protein_coding
17	39133968	39143253	-	ENSG00000204889	KRT40	protein_coding
17	39149686	39150385	-	ENSG00000212899	KRTAP3-3	protein_coding
17	39155447	39156138	-	ENSG00000212900	KRTAP3-2	protein_coding
17	39164776	39165366	-	ENSG00000212901	KRTAP3-1	protein_coding
17	39182278	39183454	-	ENSG00000221852	KRTAP1-5	protein_coding
17	39185929	39186377	-	ENSG00000204887	KRTAP1-4	protein_coding
17	39190142	39191107	-	ENSG00000221880	KRTAP1-3	protein_coding
17	39196811	39197713	-	ENSG00000188581	KRTAP1-1	protein_coding
17	39202793	39203568	-	ENSG00000212725	KRTAP2-1	protein_coding
17	39210750	39211482	-	ENSG00000214518	KRTAP2-2	protein_coding
17	39215495	39216344	-	ENSG00000212724	KRTAP2-3	protein_coding
17	39221369	39222131	-	ENSG00000213417	KRTAP2-4	protein_coding
17	39240459	39241396	+	ENSG00000240871	KRTAP4-7	protein_coding
17	39240459	39262740	+	ENSG00000212722	KRTAP4-9	protein_coding
17	39253233	39254393	-	ENSG00000204880	KRTAP4-8	protein_coding
17	39257754	39258461	-	ENSG00000241241	AC100808.7	protein_coding
17	39273433	39274606	-	ENSG00000212721	KRTAP4-11	protein_coding
17	39279343	39280419	-	ENSG00000213416	KRTAP4-12	protein_coding
17	39295685	39296739	-	ENSG00000198090	KRTAP4-6	protein_coding
17	39305178	39306054	-	ENSG00000198271	KRTAP4-5	protein_coding
17	39315910	39316983	-	ENSG00000171396	KRTAP4-4	protein_coding
17	39323484	39324424	-	ENSG00000196156	KRTAP4-3	protein_coding
17	39333698	39343319	-	ENSG00000244537	KRTAP4-2	protein_coding
17	39340354	39341594	-	ENSG00000198443	KRTAP4-1	protein_coding
17	39344697	39346891	+	ENSG00000240542	KRTAP9-1	protein_coding
17	39382900	39383904	+	ENSG00000239886	KRTAP9-2	protein_coding
17	39388715	39389705	+	ENSG00000204873	KRTAP9-3	protein_coding
17	39394297	39395256	+	ENSG00000187272	KRTAP9-8	protein_coding
17	39405939	39406904	+	ENSG00000241595	KRTAP9-4	protein_coding
17	39405973	39412616	+	ENSG00000198083	KRTAP9-9	protein_coding
17	39421591	39422893	+	ENSG00000212659	KRTAP9-6	protein_coding
17	39431911	39432949	+	ENSG00000180386	KRTAP9-7	protein_coding
17	39458078	39459103	-	ENSG00000212658	KRTAP29-1	protein_coding
17	39463952	39465505	-	ENSG00000212657	KRTAP16-1	protein_coding
17	39471173	39471947	-	ENSG00000186860	KRTAP17-1	protein_coding
17	39502344	39507064	-	ENSG00000006059	KRT33A	protein_coding
17	39519746	39526052	-	ENSG00000131738	KRT33B	protein_coding
17	39533902	39538655	-	ENSG00000131737	KRT34	protein_coding
17	39549976	39553844	-	ENSG00000094796	KRT31	protein_coding
17	39577005	39580775	-	ENSG00000108417	KRT37	protein_coding
17	39593529	39597173	-	ENSG00000171360	KRT38	protein_coding
17	39616063	39623681	-	ENSG00000108759	KRT32	protein_coding
17	39632941	39637392	-	ENSG00000197079	KRT35	protein_coding
17	39642388	39648798	-	ENSG00000126337	KRT36	protein_coding
17	39657233	39661849	-	ENSG00000171401	KRT13	protein_coding
17	39669995	39678781	-	ENSG00000171346	KRT15	protein_coding
17	39679869	39684560	-	ENSG00000171345	KRT19	protein_coding
17	39722096	39728310	-	ENSG00000171403	KRT9	protein_coding
17	39738531	39743173	-	ENSG00000186847	KRT14	protein_coding
17	39766030	39769005	-	ENSG00000186832	KRT16	protein_coding
17	39775689	39781094	-	ENSG00000128422	KRT17	protein_coding
17	39775692	39943183	-	ENSG00000173801	JUP	protein_coding
17	39845137	39848920	+	ENSG00000173812	EIF1	protein_coding
17	39868578	39872221	+	ENSG00000184502	GAST	protein_coding
17	39873994	39890896	-	ENSG00000173805	HAP1	protein_coding
17	39958199	39968855	-	ENSG00000141696	LEPREL4	protein_coding
17	39968962	39979465	+	ENSG00000141756	FKBP10	protein_coding
17	39981335	39992523	-	ENSG00000141698	NT5C3L	protein_coding
17	39991937	40004636	+	ENSG00000161594	KLHL10	protein_coding
17	40009797	40021684	-	ENSG00000178502	KLHL11	protein_coding
17	40023161	40075272	-	ENSG00000131473	ACLY	protein_coding
17	40086898	40117648	+	ENSG00000204815	AC091172.1	protein_coding
17	40118759	40127194	+	ENSG00000173786	CNP	protein_coding
17	40128439	40169715	-	ENSG00000168259	DNAJC7	protein_coding
17	40169038	40177659	+	ENSG00000168256	NKIRAS2	protein_coding
17	40177594	40215096	-	ENSG00000187595	ZNF385C	protein_coding
17	40253422	40264751	-	ENSG00000108771	DHX58	protein_coding
17	40265126	40273376	-	ENSG00000108773	KAT2A	protein_coding
17	40274756	40275371	+	ENSG00000197723	HSPB9	protein_coding
17	40276994	40307035	-	ENSG00000108774	RAB5C	protein_coding
17	40308910	40333296	-	ENSG00000089558	KCNH4	protein_coding
17	40336078	40337470	-	ENSG00000161610	HCRT	protein_coding
17	40341106	40346550	-	ENSG00000167925	GHDC	protein_coding
17	40351186	40428725	-	ENSG00000173757	STAT5B	protein_coding
17	40439565	40463961	+	ENSG00000126561	STAT5A	protein_coding
17	40465342	40540449	-	ENSG00000168610	STAT3	protein_coding
17	40554468	40575338	-	ENSG00000177469	PTRF	protein_coding
17	40610862	40674596	+	ENSG00000033627	ATP6V0A1	protein_coding
